umidade;temperatura;pressao;vento_ang;vent_veloc;chuva;corrente_fuga;A;B;C;K;Uc
68;33,1;1011;108;4,7;0;0,033697;0,08608373;0,086007571;5,650281784;1,48639733;19422,07493
68;33;1011;44;1,8;0;0,034185;0,08608373;0,086628113;5,643092714;1,485778468;19220,70377
70;33;1011;75;4,1;0;0,03502;0,08608373;0,087679716;5,631026527;1,484739766;18887,3974
69;33,2;1011;72;3,7;0;0,034725;0,08608373;0,087309638;5,635256246;1,485103876;19003,57331
69;33,2;1011;71;3,7;0;0,034341;0,08608373;0,086825548;5,640816202;1,485582497;19157,37276
70;33,1;1011;84;3,9;0;0,034503;0,08608373;0,087030102;5,638463052;1,48537993;19092,12877
70;33,2;1011;67;3,7;0;0,034773;0,08608373;0,087369961;5,634565578;1,48504442;18984,5544
70;33,2;1011;49;2,8;0;0,034741;0,08608373;0,087329751;5,635025917;1,485084048;18997,22864
70;33,2;1011;76;2,6;0;0,034278;0,08608373;0,086745869;5,641734316;1,485661532;19182,88893
70;33,2;1011;74;3,2;0;0,034472;0,08608373;0,086990996;5,63891249;1,485418619;19104,57283
69;33,3;1011;56;3,6;0;0,034498;0,08608373;0,087023796;5,638535514;1,485386167;19094,13457
69;33,2;1011;65;3,7;0;0,035044;0,08608373;0,087709755;5,630683983;1,484710278;18878,01999
69;33,1;1011;30;4,5;0;0,034162;0,08608373;0,086598966;5,643429232;1,485807437;19230,0832
69;33;1011;105;2,8;0;0,033407;0,08608373;0,085636676;5,654603461;1,486769356;19544,14101
70;33;1011;86;4,5;0;0,033544;0,08608373;0,085812092;5,652557185;1,486593205;19486,24859
71;32,9;1011;37;2,6;0;0,033813;0,08608373;0,086155482;5,648563518;1,486249415;19373,75422
70;32,9;1011;27;4,3;0;0,034342;0,08608373;0,086826812;5,640801643;1,485581244;19156,96839
70;32,7;1011;44;5,5;0;0,034369;0,08608373;0,086860937;5,640408692;1,485547418;19146,05812
71;32,6;1011;90;3,7;0;0,03428;0,08608373;0,086748399;5,641705143;1,485659021;19182,07765
72;32,3;1011;39;4,9;0;0,034211;0,08608373;0,08666105;5,642712575;1,485745744;19210,11403
72;32,2;1011;56;3,9;0;0,034633;0,08608373;0,087193903;5,636582698;1,485218062;19040,15322
73;32;1011;72;4,9;0;0,034354;0,08608373;0,08684198;5,64062696;1,485566207;19152,11756
73;32;1011;60;3,7;0;0,035739;0,08608373;0,088575224;5,620864925;1,483865017;18611,18403
74;32;1011;25;4,3;0;0,034608;0,08608373;0,087162427;5,636943755;1,485249143;19050,12237
74;32;1011;11;2,8;0;0,035256;0,08608373;0,087974657;5,627668326;1,484450679;18795,66453
74;32,1;1011;37;2,4;0;0,035087;0,08608373;0,08776355;5,630070844;1,484657497;18861,24648
74;32,1;1011;24;3,7;0;0,035017;0,08608373;0,08767596;5,631069361;1,484743453;18888,57035
74;32;1011;44;2,8;0;0,035636;0,08608373;0,088447495;5,622308009;1,483989243;18650,16284
74;32;1011;59;4,7;0;0,034269;0,08608373;0,08673448;5,641865612;1,485672835;19186,54069
74;31,8;1011;74;4,7;0;0,034184;0,08608373;0,086626846;5,643107341;1,485779727;19221,11135
74;31,8;1011;40;3,7;0;0,03378;0,08608373;0,086113429;5,649051734;1,486291443;19387,47151
75;31,8;1011;57;3,6;0;0,033744;0,08608373;0,086067531;5,649584878;1,486337338;19402,4622
75;31,9;1011;68;3,9;0;0,034151;0,08608373;0,086585023;5,643590256;1,485821298;19234,57286
74;31,8;1011;50;4,7;0;0,034803;0,08608373;0,087407642;5,634134395;1,485007303;18972,69054
74;31,8;1011;54;3,7;0;0,036868;0,08608373;0,089963398;5,605314207;1,482526353;18196,27488
74;31,8;1011;52;3,6;0;0,034694;0,08608373;0,087270658;5,635702809;1,485142318;19015,88047
75;31,8;1011;69;3,9;0;0,034675;0,08608373;0,087246758;5,635976707;1,485165896;19023,43294
75;31,7;1011;60;4,7;0;0,035488;0,08608373;0,088263638;5,624388884;1,484168373;18706,51253
74;31,7;1011;47;3,4;0;0,036119;0,08608373;0,089044874;5,615576669;1,483409784;18469,03823
74;31,7;1011;73;5,5;0;0,035961;0,08608373;0,0888499;5,617768681;1,483598481;18527,82641
75;31,7;1011;49;3,7;0;0,035866;0,08608373;0,088732463;5,619091304;1,483712337;18563,38858
75;31,7;1011;49;3,6;0;0,034992;0,08608373;0,087644657;5,631426458;1,484774193;18898,35171
75;31,7;1011;56;3,7;0;0,035327;0,08608373;0,088063196;5,626662418;1,484364087;18768,27377
76;31,8;1011;131;2,8;0;0,035757;0,08608373;0,088597527;5,620613163;1,483843345;18604,39207
76;31,8;1011;75;3,4;0;0,036269;0,08608373;0,089229581;5,613504499;1,483231404;18413,63547
76;31,8;1011;35;3,7;0;0,034373;0,08608373;0,086865992;5,640350504;1,485542408;19144,44305
76;31,9;1011;52;4,9;0;0,034102;0,08608373;0,086522884;5,644308173;1,485883099;19254,6026
75;31,7;1011;56;4,1;0;0,035193;0,08608373;0,087896019;5,62856259;1,484527661;18820,04876
75;31,7;1011;29;4,1;0;0,034623;0,08608373;0,087181314;5,63672709;1,485230491;19044,13939
75;31,7;1011;48;2,4;0;0,03529;0,08608373;0,088017067;5,627186371;1,484409191;18782,53597
76;31,7;1011;47;4,9;0;0,035064;0,08608373;0,08773478;5,630398709;1,484685721;18870,21395
75;31,6;1011;46;5,5;0;0,034773;0,08608373;0,087369961;5,634565578;1,48504442;18984,5544
76;31,6;1011;45;3,9;0;0,034741;0,08608373;0,087329751;5,635025917;1,485084048;18997,22864
76;31,6;1011;38;2,8;0;0,034541;0,08608373;0,087078014;5,637912678;1,485332551;19076,90104
76;31,6;1011;64;4,5;0;0,035161;0,08608373;0,08785605;5,629017433;1,484566815;18832,46324
76;31,5;1011;43;4,7;0;0,035826;0,08608373;0,088682969;5,619649247;1,483760367;18578,41075
76;31,5;1011;41;4,9;0;0,035921;0,08608373;0,088800472;5,618325149;1,483646384;18542,78019
77;31,4;1011;52;3,7;0;0,0357;0,08608373;0,088526882;5,621410846;1,483912012;18625,92019
77;31,4;1011;65;1,6;0;0,035657;0,08608373;0,088473552;5,62201345;1,483963886;18642,19995
77;31,4;1011;39;3,9;0;0,035017;0,08608373;0,08767596;5,631069361;1,484743453;18888,57035
77;31,5;1011;50;3,4;0;0,034741;0,08608373;0,087329751;5,635025917;1,485084048;18997,22864
77;31,4;1011;74;4,5;0;0,035342;0,08608373;0,08808189;5,626450161;1,484345815;18762,49913
77;31,4;1011;55;3,6;0;0,034078;0,08608373;0,086492433;5,644660183;1,485913402;19264,43119
76;31,4;1011;68;4,5;0;0,035004;0,08608373;0,087659684;5,63125502;1,484759435;18893,65515
77;31,4;1011;60;2,8;0;0,035775;0,08608373;0,088619824;5,620361527;1,483821683;18597,606
77;31,4;1011;49;3,7;0;0,035371;0,08608373;0,08811802;5,626040052;1,484310511;18751,3468
77;31,3;1011;56;3,6;0;0,03513;0,08608373;0,087817312;5,629458457;1,48460478;18844,50836
77;31,3;1011;58;3,6;0;0,03531;0,08608373;0,088042004;5,626903085;1,484384804;18774,82347
77;31,2;1011;51;3,9;0;0,035035;0,08608373;0,087698492;5,630812409;1,484721334;18881,53522
77;31,2;1011;70;3,6;0;0,034954;0,08608373;0,087597055;5,631969734;1,484820961;18913,24248
77;31,2;1011;51;1,8;0;0,036587;0,08608373;0,089619902;5,609139697;1,482855666;18297,47802
78;31,2;1011;93;3,4;0;0,035622;0,08608373;0,08843012;5,622504478;1,484006156;18655,47593
78;31,2;1011;60;4,9;0;0,036588;0,08608373;0,089621126;5,609126031;1,482854489;18297,11549
77;31,2;1011;63;2,8;0;0,0351;0,08608373;0,087779807;5,629885625;1,484641553;18856,18239
78;31,2;1011;22;3,6;0;0,035295;0,08608373;0,088023302;5,627115535;1,484403093;18780,60714
78;31,1;1011;71;3,6;0;0,035178;0,08608373;0,087877286;5,628775746;1,48454601;18825,86562
78;31,1;1011;21;4,7;0;0,034933;0,08608373;0,087570737;5,632270219;1,484846827;18921,48356
78;31,1;1011;71;3,9;0;0,034861;0,08608373;0,087480445;5,633301827;1,484935632;18949,80368
78;31,1;1011;35;3,6;0;0,034569;0,08608373;0,087113301;5,637507527;1,485297674;19065,69907
78;31,1;1011;12;2,6;0;0,034784;0,08608373;0,087383779;5,634407435;1,485030807;18980,20227
79;31,1;1011;63;2,2;0;0,034105;0,08608373;0,08652669;5,64426419;1,485879313;19253,37486
79;31,2;1011;30;2,8;0;0,034424;0,08608373;0,08693041;5,639609192;1,485478594;19123,87915
79;31,2;1011;55;4,1;0;0,036369;0,08608373;0,089352507;5,612127808;1,483112894;18376,91926
78;31,3;1011;57;3,7;0;0,035275;0,08608373;0,087998359;5,627398941;1,48442749;18788,32529
78;31,3;1011;59;2,6;0;0,034944;0,08608373;0,087584523;5,6321128;1,484833276;18917,16574
78;31,3;1011;58;3,4;0;0,034562;0,08608373;0,087104481;5,637608784;1,485306391;19068,4981
78;31,3;1011;29;3,6;0;0,035208;0,08608373;0,087914749;5,628349525;1,484509319;18814,23617
78;31,3;1011;77;2,6;0;0,035339;0,08608373;0,088078151;5,626492605;1,484349469;18763,65372
78;31,4;1011;34;4,3;0;0,035503;0,08608373;0,08828229;5,62417759;1,484150184;18700,78297
77;31,4;1011;44;3,4;0;0,03499;0,08608373;0,087642152;5,631455037;1,484776653;18899,13474
77;31,3;1011;68;2,6;0;0,035541;0,08608373;0,088329523;5,62364271;1,484104139;18686,28676
77;31,3;1011;77;3,9;0;0,036999;0,08608373;0,090123086;5,603540747;1,482373687;18149,54797
77;31,3;1011;90;3,4;0;0,034901;0,08608373;0,087530619;5,632728449;1,484886274;18934,05784
78;31,4;1011;85;2,4;0;0,034893;0,08608373;0,087520586;5,632843072;1,484896141;18937,20452
78;31,5;1011;17;3,6;0;0,034606;0,08608373;0,087159908;5,636972651;1,48525163;19050,92044
77;31,5;1011;46;3,6;0;0,034671;0,08608373;0,087241725;5,636034389;1,485170861;19025,02384
77;31,5;1011;49;3,7;0;0,034671;0,08608373;0,087241725;5,636034389;1,485170861;19025,02384
77;31,5;1011;61;3,9;0;0,03413;0,08608373;0,086558397;5,643897809;1,485847774;19243,15096
77;31,4;1011;46;3,4;0;0,035669;0,08608373;0,088488438;5,621845208;1,483949404;18637,65336
77;31,4;1011;76;2,4;0;0,035452;0,08608373;0,088218858;5,624896356;1,484212058;18720,28052
77;31,4;1011;57;3,7;0;0,035534;0,08608373;0,088320824;5,623741198;1,484112617;18688,9551
77;31,3;1011;60;3,7;0;0,035367;0,08608373;0,088113038;5,626096599;1,484315379;18752,88411
77;31,2;1011;61;2,8;0;0,035018;0,08608373;0,087677212;5,631055083;1,484742224;18888,17935
78;31,2;1011;61;3,4;0;0,035393;0,08608373;0,08814542;5,62572916;1,484283749;18742,89692
78;31,2;1011;63;3,6;0;0,035507;0,08608373;0,088287263;5,62412126;1,484145335;18699,2558
78;31,2;1011;62;2,4;0;0,036708;0,08608373;0,089767974;5,607488833;1,482713553;18253,73571
79;31,2;1011;37;2,8;0;0,0354;0,08608373;0,088154136;5,62563028;1,484275237;18740,21022
79;31,2;1011;72;3,4;0;0,035254;0,08608373;0,087972161;5,627696691;1,484453121;18796,43748
79;31,2;1011;47;3,9;0;0,035401;0,08608373;0,088155381;5,625616156;1,484274021;18739,82648
79;31,2;1011;83;3,6;0;0,03491;0,08608373;0,087541904;5,63259953;1,484875176;18930,51932
79;31,3;1011;72;2,4;0;0,034651;0,08608373;0,087216559;5,636322897;1,485195697;19032,98311
79;31,3;1011;28;3,9;0;0,034422;0,08608373;0,086927885;5,639638243;1,485481094;19124,68459
78;31,2;1011;35;3,4;0;0,034351;0,08608373;0,086838188;5,640670625;1,485569966;19153,32999
78;31,2;1011;55;3,4;0;0,034551;0,08608373;0,087090618;5,637767943;1,485320092;19072,89854
78;31,2;1011;59;3;0;0,034688;0,08608373;0,087263111;5,635789287;1,485149762;19018,26469
78;31,2;1011;58;2,8;0;0,035349;0,08608373;0,088090612;5,626351138;1,484337291;18759,80574
78;31,2;1011;84;3,7;0;0,03485;0,08608373;0,087466642;5,633459621;1,484949216;18954,13924
78;31,2;1011;58;3,6;0;0,035207;0,08608373;0,0879135;5,628363727;1,484510542;18814,62354
78;31,2;1011;69;2,8;0;0,03499;0,08608373;0,087642152;5,631455037;1,484776653;18899,13474
78;31,3;1011;9;3,6;0;0,035907;0,08608373;0,088783165;5,618520059;1,483663162;18548,0208
78;31,3;1011;52;3,6;0;0,035368;0,08608373;0,088114283;5,626082462;1,484314162;18752,49976
78;31,3;1011;51;2,6;0;0,036307;0,08608373;0,089276313;5,61298091;1,483186332;18399,66277
78;31,3;1011;57;2,6;0;0,035774;0,08608373;0,088618586;5,620375504;1,483822886;18597,98285
78;31,3;1011;55;2,8;0;0,035257;0,08608373;0,087975904;5,627654145;1,484449458;18795,27808
79;31,4;1011;79;2,8;0;0,035545;0,08608373;0,088334493;5,62358644;1,484099295;18684,76239
79;31,4;1011;95;2,2;0;0,035095;0,08608373;0,087773554;5,629956855;1,484647684;18858,12973
79;31,5;1011;85;2,6;0;0,034282;0,08608373;0,08675093;5,641675973;1,48565651;19181,26645
78;31,6;1011;64;2,8;0;0,034319;0,08608373;0,086797732;5,641136622;1,48561008;19166,27399
78;31,7;1011;76;3;0;0,034283;0,08608373;0,086752195;5,641661388;1,485655254;19180,86088
77;31,6;1011;49;3,6;0;0,035185;0,08608373;0,087886029;5,628676262;1,484537446;18823,15055
77;31,6;1011;100;2,6;0;0,035871;0,08608373;0,088738647;5,619021605;1,483706337;18561,51284
77;31,6;1011;56;2,6;0;0,0364;0,08608373;0,08939058;5,611701803;1,483076221;18365,57255
77;31,6;1011;33;2,8;0;0,035174;0,08608373;0,08787229;5,628832603;1,484550905;18827,41751
77;31,5;1010;58;2,6;0;0,035704;0,08608373;0,088531842;5,621354826;1,48390719;18624,40751
77;31,5;1010;54;2,4;0;0,035473;0,08608373;0,088244983;5,624600268;1,484186569;18712,24626
78;31,5;1010;18;3;0;0,035487;0,08608373;0,088262395;5,624402974;1,484169586;18706,89465
78;31,4;1010;86;3,6;0;0,035238;0,08608373;0,087952196;5,627923667;1,48447266;18802,62378
78;31,4;1010;91;2,6;0;0,03555;0,08608373;0,088340706;5,623516112;1,484093241;18682,85735
78;31,4;1010;58;3,4;0;0,036852;0,08608373;0,089943875;5,605531244;1,482545037;18202,00161
78;31,4;1010;62;3,6;0;0,035444;0,08608373;0,088208904;5,625009197;1,484221772;18723,34334
78;31,4;1010;62;2,2;0;0,03529;0,08608373;0,088017067;5,627186371;1,484409191;18782,53597
78;31,4;1010;82;2,8;0;0,035273;0,08608373;0,087995864;5,627427291;1,48442993;18789,09752
79;31,4;1010;56;2,6;0;0,035083;0,08608373;0,087758547;5,630127849;1,484662404;18862,80531
79;31,3;1010;52;2,6;0;0,03468;0,08608373;0,087253048;5,635904614;1,48515969;19021,44476
79;31,3;1010;60;3,4;0;0,035147;0,08608373;0,087838557;5,629216557;1,484583957;18837,9007
79;31,3;1010;62;2,6;0;0,034943;0,08608373;0,08758327;5,632127109;1,484834508;18917,55817
79;31,3;1010;59;2,6;0;0,035343;0,08608373;0,088083136;5,626436014;1,484344597;18762,1143
79;31,3;1010;51;3;0;0,035614;0,08608373;0,088420189;5,622616781;1,484015823;18658,51359
79;31,2;1010;50;2;0;0,035441;0,08608373;0,088205171;5,625051519;1,484225415;18724,49221
79;31,2;1010;56;3,4;0;0,035165;0,08608373;0,087861047;5,628960555;1,484561919;18830,91036
79;31,1;1010;56;2,2;0;0,03543;0,08608373;0,088191482;5,625206731;1,484238776;18728,70616
79;31;1010;56;3,9;0;0,035249;0,08608373;0,087965923;5,62776761;1,484459226;18798,37018
80;31;1010;29;3,7;0;0,035673;0,08608373;0,0884934;5,62178914;1,483944577;18636,13841
80;30,9;1010;79;2,8;0;0,035533;0,08608373;0,088319581;5,623755269;1,484113829;18689,33637
81;30,9;1010;56;3,9;0;0,036431;0,08608373;0,089428636;5,61127616;1,48303958;18354,24249
81;30,8;1010;48;3,9;0;0,035169;0,08608373;0,087866044;5,628903684;1,484557023;18829,35779
81;30,8;1010;65;2,2;0;0,03601;0,08608373;0,088910412;5,617087851;1,483539873;18509,54706
82;30,8;1010;54;2,8;0;0,03515;0,08608373;0,087842306;5,629173881;1,484580283;18836,73522
82;30,8;1010;71;2,4;0;0,035001;0,08608373;0,087655927;5,631297874;1,484763124;18894,82903
82;30,9;1010;46;4,1;0;0,034964;0,08608373;0,087609584;5,63182671;1,484808648;18909,32115
82;30,9;1010;57;2,6;0;0,034539;0,08608373;0,087075493;5,63794163;1,485335044;19077,70178
82;30,9;1010;55;3,7;0;0,034864;0,08608373;0,087484209;5,633258801;1,484931928;18948,62166
81;30,9;1010;50;3,7;0;0,036;0,08608373;0,088898066;5,617226721;1,483551827;18513,27406
81;30,9;1010;65;2,6;0;0,038057;0,08608373;0,091402555;5,589443672;1,481160158;17782,35732
81;30,9;1010;73;2,6;0;0,035994;0,08608373;0,088890658;5,617310061;1,483559001;18515,51111
81;30,9;1010;57;2,4;0;0,036069;0,08608373;0,088983219;5,616269305;1,483469409;18487,59406
82;30,9;1010;74;2,6;0;0,035701;0,08608373;0,088528122;5,62139684;1,483910806;18625,54199
82;30,9;1010;78;3;0;0,036105;0,08608373;0,089027615;5,61577051;1,483426471;18474,2294
82;30,9;1010;67;2,8;0;0,036131;0,08608373;0,089059664;5,615410579;1,483395487;18464,59142
82;31;1010;50;2,4;0;0,036476;0,08608373;0,089483851;5,610658935;1,482986447;18337,82517
82;31;1010;55;2,6;0;0,035936;0,08608373;0,08881901;5,618116401;1,483628414;18537,16916
81;30,9;1010;12;3,6;0;0,037661;0,08608373;0,09092577;5,594673652;1,481610375;17917,71027
81;30,8;1010;57;2,6;0;0,035703;0,08608373;0,088530602;5,621368831;1,483908395;18624,78565
82;30,8;1010;44;3,4;0;0,035964;0,08608373;0,088853606;5,617726971;1,48359489;18526,70603
82;30,8;1010;58;1,8;0;0,036249;0,08608373;0,089204975;5,613780293;1,483255146;18420,99967
82;30,8;1010;55;3,4;0;0,035726;0,08608373;0,088559113;5,621046833;1,483880676;18616,093
82;30,8;1010;65;4,5;0;0,035677;0,08608373;0,088498361;5,621733078;1,483939751;18634,62376
82;30,7;1010;45;3,4;0;0,035748;0,08608373;0,088586376;5,620739028;1,483854179;18607,78731
82;30,7;1010;35;3,4;0;0,035123;0,08608373;0,087808562;5,629558097;1,484613358;18847,23076
82;30,7;1010;85;2,6;0;0,035215;0,08608373;0,087923488;5,628250126;1,484500763;18811,52509
82;30,7;1010;53;3,6;0;0,036085;0,08608373;0,089002953;5,616047557;1,48345032;18481,65137
82;30,6;1010;51;2,4;0;0,036143;0,08608373;0,089074452;5,615244544;1,483381194;18460,14715
82;30,6;1010;51;3,7;0;0,035467;0,08608373;0,088237519;5,624684847;1,48419385;18714,54093
82;30,6;1010;48;3,6;0;0,035331;0,08608373;0,088068181;5,626605807;1,484359214;18766,73345
82;30,5;1010;77;2,6;0;0,035698;0,08608373;0,088524403;5,621438858;1,483914423;18626,67663
83;30,6;1010;79;2,8;0;0,035543;0,08608373;0,088332008;5,623614575;1,484101717;18685,52454
83;30,6;1010;54;2,4;0;0,035807;0,08608373;0,08865945;5,619914488;1,4837832;18585,55641
83;30,6;1010;68;3,7;0;0,036255;0,08608373;0,089212358;5,613697539;1,483248022;18418,78967
83;30,6;1010;62;3,9;0;0,035965;0,08608373;0,088854841;5,617713068;1,483593694;18526,33261
83;30,6;1010;57;2,8;0;0,035964;0,08608373;0,088853606;5,617726971;1,48359489;18526,70603
83;30,6;1010;66;3,6;0;0,037187;0,08608373;0,090351764;5,601006571;1,482155536;18082,98568
83;30,5;1010;53;2,8;0;0,036622;0,08608373;0,089662758;5,608661614;1,482814511;18284,79967
83;30,5;1010;57;2,8;0;0,035889;0,08608373;0,088760909;5,618770769;1,483684744;18554,7639
83;30,6;1010;46;3,4;0;0,035948;0,08608373;0,088833839;5,617949465;1,483614043;18532,68324
83;30,6;1010;38;2,8;0;0,035806;0,08608373;0,088658212;5,619928451;1,483784402;18585,93268
83;30,6;1010;79;2,8;0;0,035135;0,08608373;0,087823561;5,629387298;1,484598655;18842,56436
83;30,6;1010;56;3,9;0;0,035122;0,08608373;0,087807312;5,629572333;1,484614583;18847,61975
83;30,6;1010;67;2,8;0;0,035656;0,08608373;0,088472311;5,622027472;1,483965094;18642,57895
83;30,7;1010;64;3,4;0;0,036118;0,08608373;0,089043641;5,615590512;1,483410976;18469,40891
82;30,8;1010;64;2,8;0;0,03609;0,08608373;0,089009119;5,615978281;1,483444357;18479,79522
82;30,7;1010;74;2,6;0;0,036223;0,08608373;0,089172978;5,614139052;1,483286029;18430,5836
82;30,7;1010;47;2,4;0;0,03646;0,08608373;0,089464223;5,610878305;1,483005332;18343,65844
82;30,7;1010;49;2,6;0;0,035355;0,08608373;0,088098088;5,626266278;1,484329986;18757,49786
82;30,6;1010;47;3,7;0;0,037145;0,08608373;0,090300726;5,601571604;1,482204176;18097,80559
82;30,6;1010;54;2,4;0;0,036001;0,08608373;0,088899301;5,617212832;1,483550631;18512,90128
82;30,5;1010;61;3,7;0;0,03647;0,08608373;0,089476491;5,610741188;1,482993528;18340,01213
82;30,5;1010;46;2,4;0;0,037949;0,08608373;0,09127277;5,590864614;1,481282478;17819,03021
83;30,5;1010;63;2,8;0;0,036548;0,08608373;0,089572124;5,609672957;1,482901571;18311,62997
83;30,5;1010;23;3,6;0;0,036482;0,08608373;0,08949121;5,610576696;1,482979368;18335,63883
83;30,5;1010;61;2,6;0;0,036771;0,08608373;0,089844973;5,606631445;1,482639746;18231,05906
83;30,5;1010;43;2,6;0;0,036207;0,08608373;0,089153282;5,614359955;1,483305045;18436,4873
83;30,6;1010;52;1,2;0;0,035902;0,08608373;0,088776983;5,618589688;1,483669156;18549,8933
83;30,6;1010;357;2,2;0;0,035549;0,08608373;0,088339463;5,623530177;1,484094452;18683,23832
83;30,6;1010;48;2,4;0;0,03461;0,08608373;0,087164945;5,636914861;1,485246656;19049,32439
83;30,7;1010;28;1,4;0;0,035138;0,08608373;0,08782731;5,629344607;1,48459498;18841,39819
83;30,7;1010;79;1,8;0;0,034963;0,08608373;0,087608331;5,63184101;1,484809879;18909,71319
83;30,8;1010;53;2,4;0;0,034897;0,08608373;0,087525603;5,632785757;1,484891207;18935,63103
82;30,8;1010;69;2,4;0;0,036976;0,08608373;0,09009507;5,603851663;1,482400452;18157,73127
82;30,8;1010;82;3;0;0,035956;0,08608373;0,088843723;5,617838206;1,483604466;18529,69406
82;30,8;1010;39;2,8;0;0,035955;0,08608373;0,088842487;5,617852112;1,483605663;18530,06765
82;30,8;1010;52;3,6;0;0,03564;0,08608373;0,088452459;5,622251889;1,483984412;18648,64547
82;30,9;1010;65;2,6;0;0,035652;0,08608373;0,088467349;5,622083567;1,483969922;18644,09514
82;30,9;1010;37;3,4;0;0,035435;0,08608373;0,088197704;5,625136174;1,484232702;18726,79045
82;30,9;1010;60;2,2;0;0,035607;0,08608373;0,088411499;5,622715066;1,484024284;18661,17252
82;30,8;1010;49;3,4;0;0,036569;0,08608373;0,089597853;5,609385747;1,482876847;18304,00645
82;30,8;1010;55;2,4;0;0,035954;0,08608373;0,088841252;5,617866018;1,48360686;18530,44125
82;30,8;1010;64;3,6;0;0,035608;0,08608373;0,088412741;5,622701024;1,484023075;18660,79262
82;30,8;1010;63;3,4;0;0,035803;0,08608373;0,088654497;5,619970346;1,483788008;18587,0616
82;30,8;1010;61;2,6;0;0,035627;0,08608373;0,088436325;5,622434301;1,484000115;18653,57798
82;30,8;1010;63;2,8;0;0,035579;0,08608373;0,088376731;5,623108402;1,484058144;18671,81723
82;30,7;1010;49;2,6;0;0,035397;0,08608373;0,088150401;5,625672655;1,484278884;18741,36155
82;30,8;1010;44;1,8;0;0,035242;0,08608373;0,087957188;5,627866913;1,484467774;18801,07675
82;30,7;1010;40;3,9;0;0,035067;0,08608373;0,087738533;5,630355931;1,484682038;18869,0437
82;30,6;1010;36;3,6;0;0,035137;0,08608373;0,08782606;5,629358837;1,484596205;18841,78689
82;30,6;1010;82;1;0;0,03645;0,08608373;0,089451953;5,611015461;1,483017139;18347,30647
82;30,6;1010;66;1,2;0;0,03559;0,08608373;0,088390391;5,62295384;1,484044839;18667,63366
82;30,6;1010;47;2,4;0;0,035653;0,08608373;0,088468589;5,622069543;1,483968715;18643,71607
82;30,6;1010;36;1,8;0;0,036004;0,08608373;0,088903005;5,617171168;1,483547045;18511,78305
82;30,7;1010;78;2,2;0;0,035981;0,08608373;0,088874604;5,617490679;1,483574549;18520,36027
82;30,6;1010;42;3;0;0,035489;0,08608373;0,088264882;5,624374795;1,48416716;18706,13043
82;30,6;1010;69;1,6;0;0,035887;0,08608373;0,088758436;5,618798634;1,483687143;18555,51349
82;30,6;1010;51;1,6;0;0,036441;0,08608373;0,089440909;5,611138933;1,483027767;18350,59117
82;30,6;1010;4;1,6;0;0,037083;0,08608373;0,090225333;5,602406868;1,482276079;18119,73547
82;30,6;1010;28;1,6;0;0,035655;0,08608373;0,088471071;5,622041495;1,483966301;18642,95797
82;30,6;1010;56;1;0;0,036212;0,08608373;0,089159437;5,614290912;1,483299102;18434,64191
83;30,5;1010;39;2,8;0;0,035951;0,08608373;0,088837545;5,61790774;1,483610452;18531,56217
83;30,5;1010;24;1,8;0;0,036889;0,08608373;0,089989016;5,605029488;1,482501844;18188,76505
83;30,5;1010;31;2,6;0;0,035833;0,08608373;0,088691632;5,619551562;1,483751958;18575,77978
83;30,5;1010;43;1,6;0;0,035912;0,08608373;0,088789346;5,618450439;1,483657169;18546,14875
83;30,5;1010;72;1,2;0;0,035396;0,08608373;0,088149155;5,62568678;1,4842801;18741,74536
83;30,5;1010;73;0;0;0,034978;0,08608373;0,087627122;5,631626544;1,484791417;18903,83454
83;30,5;1010;99;1,6;0;0,035004;0,08608373;0,087659684;5,63125502;1,484759435;18893,65515
83;30,5;1010;45;2,4;0;0,034596;0,08608373;0,087147314;5,637117156;1,48526407;19054,91198
83;30,6;1011;66;1,6;0;0,036274;0,08608373;0,089235731;5,613435574;1,483225471;18411,79552
83;30,5;1011;45;2,4;0;0,037595;0,08608373;0,090846062;5,595550659;1,481685871;17940,50792
82;30,5;1011;62;2,4;0;0,036016;0,08608373;0,088917819;5,617004548;1,483532701;18507,31172
83;30,5;1011;74;1,8;0;0,035896;0,08608373;0,088769565;5,618673256;1,48367635;18552,14089
83;30,4;1011;55;3;0;0,035918;0,08608373;0,088796763;5,618366909;1,483649979;18543,90288
83;30,3;1011;55;2,2;0;0,036111;0,08608373;0,089035012;5,615687426;1,483419319;18472,00419
83;30,2;1011;53;2,4;0;0,036391;0,08608373;0,089379528;5,611825444;1,483086865;18368,86504
83;30,2;1011;38;2,8;0;0,03556;0,08608373;0,08835313;5,623375485;1,484081135;18679,04866
83;30,2;1011;41;2,4;0;0,035759;0,08608373;0,088600005;5,620585197;1,483840937;18603,63777
84;30,2;1011;70;1;0;0,037584;0,08608373;0,090832771;5,595696976;1,481698466;17944,31424
84;30,2;1011;18;2,6;0;0,036048;0,08608373;0,088957312;5,616560498;1,483494476;18495,40074
84;30,2;1011;68;1,6;0;0,036638;0,08608373;0,089682342;5,608443213;1,48279571;18279,01081
84;30,2;1011;27;2,6;0;0,036299;0,08608373;0,089266477;5,613091094;1,483195817;18402,6023
84;30,1;1011;14;2,6;0;0,036914;0,08608373;0,090019504;5,604690749;1,482472684;18179,83439
84;30,1;1011;16;3,4;0;0,035758;0,08608373;0,088598766;5,62059918;1,483842141;18604,01491
84;30,1;1010;32;2,6;0;0,035579;0,08608373;0,088376731;5,623108402;1,484058144;18671,81723
